Headline,Body ID,Stance
"â€œGlobal warming which has been the subject of so many discussions in recent years, may give way to global cooling. According to scientists from the Pulkovo Observatory in St.Petersburg, solar activity is waning, so the average yearly temperature will begin to decline as well.â€",108,unrelated
"You will be aware, I assume, of the Climate Gate fiasco. Climate ""scientists"" at the University of East Anglia was caught hiding a decline in global temperatures.
 
 They wanted to hide the temperature decline because it did not fit with the predictions of their ""models""...",108,unrelated
"#climate #hoax: ""Scientists tried to hide the decline in global temperature."" #FactCheck: https://skepticalscience.com/Mikes-Nature-trick-hide-the-decline.htmâ€¦ #sciencematters #climatechange",108,unrelated
"New GWPF Report: Global Warming Is Not Accelerating The World Meteorological Organisation is misleading the public by suggesting that global warming and its impacts are accelerating. In fact, since 2016 global average temperature has continued to decline https://thegwpf.org/content/uploads/2019/04/StateofClimate2018.pdfâ€¦
 Image",108,unrelated
"- CO2 is NOT ""increasing"". WE are increasing CO2. - The 6th Extinction is not ""happening"". WE are killing this planet's life. - Plastic is not ""containimating"" the biosphere. WE are transforming millions of years of organic carbon into indestructible compounds.",108,unrelated
Jim. You and ppl like you are trying to add 2 & 2 together to make 5. There is lots of evidence that atmospheric CO2 is increasing. There is not one peer reviewed paper with irrefutable evidence that this has caused a rise in temperature anywhere.,108,unrelated
"Since we do not know how much CO2 is emitted naturally and estimates are likely too low, not much.
 
 Even so, in order to understand why CO2 is increasing it is necessary to look at rate of growth. Most analyses begin with the basic error of looking at accumulations.",108,unrelated
"I class as major not examining objectively the data, that wildfires and droughts are increasing, they are not. Species yes, from population and chemicals, not CO2. Increased CO2 is a good thing",108,unrelated
No you didn't. Please provide evidence that atmospheric CO2 is NOT increasing. Literally no-one is advocating for removing all CO2 from the atmosphere. That is stupid.,108,unrelated
"Before we lost our minds:
 ""It soon became clear, however, that [CO2] was not the whole story. Despite increasing production of this gasâ€¦ the temperature trend reversed.""
 
 @1NewsNZ
  
 @95bFMNews
  #ClimateCrisis 
 @cjtjgeol
  
 @nytclimate
  
 @guardianeco
  
 @GretaThunberg
  
 @ClimateCommNZ
  
 @IPCC_CH",108,unrelated
You said CO2 follows warming and then you say it is not warming. Does that mean you don't think CO2 is increasing?,108,unrelated
CO2 is decreasing throughout the history of earth. 500 million years ago it was over 4000 ppm. 100 million years ago it was 1600 ppm but the earth was prosperous with dinosaurs and plants. And now itâ€™s only 400 ppm. Please go back to school and learn some science like geology.,108,unrelated
Look at the data. Both CO2 levels and temperatures were very high 100 million years ago but dinosaurs had no problems at all. CO2 is decreasing throughout earth history.,108,unrelated
"Atmospheric CO2 is decreasing, due to reduced human activity from COVID-19.
 
 Earth is sending messages. There are too many people for a planet of this size. 
 
 https://bloom.bg/2S3aSiE",108,unrelated
"Now allmost world is lock down, for which level of CO2 is decreasing. It is increasing the life of environment & nature.I appeal to all leader of the world tht, there must be 3-5 world lock down days to protect environment,nautre & save human beings.",108,unrelated
"1/2 Thanks for posting Mellyrn, wil resond in some more tweets. (Climate Myth: Phil Jones says no global warming since 1995
 
 'Phil Jones said that for the past 15 years there has been no ""statistically significant"" warming.""...",108,unrelated
Even Phil Jones says no global warming since 1995 #globalcooling #ActOnClimate,108,unrelated
Will anyone who supports Trumps view of climate change (non polluter cronie) please step forward? #Resist #Impeach https://t.co/ofoB3UtAIl,108,unrelated
RT @rushlimbauh Top climate scientist Phil Jones says there has been NO global warming since 1995. Somebody better tell Obama and Gore...,108,unrelated
My two cents on the global political leadership on climate change in a trump era https://t.co/I60IQxYtY9,108,unrelated
"heard that ""Dropped stations introduce warming bias"" and reported it on #skepticalscience",108,unrelated
"That's nice. Focus on protecting us. Meanwhile, the entire world is on board (okay one additional country) immediate action on reducing #GlobalWarming and addressing the tragic trajectory we're on now. Hard to take your platforms seriously, but it's not too late. You can change",108,unrelated
"Iâ€™ve read if we all reduce our consumption by 20% it will go a long way to reducing global warming. 20% isnâ€™t too hard. Weâ€™re broke right now so finding ways to reuse stuff is great! Doing a craft project later with cardboard, hot glue & leftover paint.",108,unrelated
"""End global warming""? That seems strange. Reducing man-made effects on the climate is our intended goal, but don't forget that the climate naturally warms and cools too. Hard to take these types of headlines/articles seriously when they don't make much sense.",108,unrelated
"@alanresnicks the 5 horsemen of the apocalypse; Famine, war, death, pestilence, and global warming.",108,unrelated
"Myth:Its too hard to fix global warming.Reality: reducing GHG emissions will be difficult, but it is entirely possible.",108,unrelated
"It's not a case of reducing the population and then all will be well. With run away, chain reaction, global warming it can herald the end of planet earth as we know it. That tipping point is not far away, hence super urgent intervention is required immediately.",108,unrelated
"""If urgent action to avert the worst levels of global warming by reducing carbon emissions is somehow agreed at COP, it is not too late to save other glaciers around the world.""",108,unrelated
"I'm worried for our planet, Trump will do nothing for climate change",108,unrelated
"@alanresnicks the 5 horsemen of the apocalypse; Famine, war, death, pestilence, and global warming.",108,unrelated
RT @turnscoat: why can't we agree that climate change is our number one priority,108,unrelated
Hansen's predictions in 1988 proved true. A 30-year alarm on the reality of climate change. Ten hottest years occurred since 1998.,108,unrelated
"30 years later, deniers are still lying about Hansenâ€™s amazing global warming prediction This was 1988 testimony to the United States Congress unfortunately thwarted by the likes of the Koch brothers and trump",108,unrelated
"Nothing bad happened. (""Happened"" = PAST tense. ) You've been making alarmist predictions for DECADES! e.g. Hansen's 1988 prediction that worsening drought would threaten global food supply was 100% WRONG!!!",108,unrelated
"moyhu: Hansen's 1988 prediction scenarios - numbers and details. How the scenarios can be reproduced, and which ones relate to his 1988 predictions.",108,unrelated
"To this day, Hansen's Scenario B model prediction (made in 1988!) remains one of the best examples of climate models not only standing on scientifically solid assumptions, but being pretty darn spot on.",108,unrelated
"â€œIn 1988 US scientist James Hansen went before Congress and testified about his research into the warming of the planet. 30+ years later, Hansenâ€™s prediction that av global temperature could rise by about 1 degree Celsius (almost 2 degrees Fahrenheit) by 2019 has come to pass.""",108,unrelated
"@admrich Hansen's 1988 prediction wrong cz overestimated CH4&CHC increase, & used climate sensitivity of 3.4, not 3",108,unrelated
"Here's a discussion from 2014 where Hansen's prediction from 1988 is compared to skeptic Lindzen.
 
 
 
 Since 2014 Hansen's prediction is still accurate.
 
 
 
 This is the very best prediction vs reality you can ever get.",108,unrelated
